Date,Item,Total Quantity,Supplier,imputation_flag,weight
10/02/2026,"Keep Growling OS (B,V)",1,THREADMARKED (CONSIGNMENT),0,1
10/02/2026,"UST Embro OS (B,V)",5,THREADMARKED (CONSIGNMENT),0,1
10/02/2026,"Hoodie UST embro (V,G,Y,B) @1800",2,THREADMARKED (PAID),0,1
10/02/2026,Two-toned windbreaker @1700,3,THREADMARKED (PAID),0,1
10/02/2026,Aquaflask,1,USTORE (PAID),0,1
10/02/2026,C. Keychain,3,USTORE (PAID),0,1
10/02/2026,College Sticker @120,2,USTORE (PAID),0,1
10/02/2026,ID Case v2 @40,4,USTORE (PAID),0,1
10/02/2026,Lanyard @180,23,USTORE (PAID),0,1
10/02/2026,MJ Sticker Large,3,USTORE (PAID),0,1
10/02/2026,MJ Sticker Small,2,USTORE (PAID),0,1
10/02/2026,Tiger Plushie Small,1,USTORE (PAID),0,1
10/02/2026,Tote Viva Santo Tomas,5,USTORE (PAID),0,1
10/02/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
10/02/2026,"Y,B VL UST",2,VARSITY LIFESTYLE (CONSIGNMENT),0,1
11/02/2026,Triple Black Embro,1,BLAZE (CONSIGNMENT),0,1
11/02/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
11/02/2026,UST College ID Lace,9,JUC (CONSIGNMENT),0,1
11/02/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
11/02/2026,"UST OAT MUG (Y,W,B)",3,JUC (CONSIGNMENT),0,1
11/02/2026,UST OAT T-Shirt Y/B/COLLEGE,8,JUC (CONSIGNMENT),0,1
11/02/2026,UST Sweatshirt Sporty,2,JUC (CONSIGNMENT),0,1
11/02/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,16,JUC (CONSIGNMENT),0,1
11/02/2026,UST T-Shirt Sporty,3,JUC (CONSIGNMENT),0,1
11/02/2026,Corp Jacket v.3,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
11/02/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
11/02/2026,Cotton Black Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
11/02/2026,DRI-FIT NEW,1,JYL ATHLETICA (CONSIGNMENT),0,1
11/02/2026,Jacket,2,JYL ATHLETICA (CONSIGNMENT),0,1
11/02/2026,Machete V2,1,JYL ATHLETICA (CONSIGNMENT),0,1
11/02/2026,Poloshirt 123456 @860,1,JYL ATHLETICA (CONSIGNMENT),0,1
11/02/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
11/02/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",3,JYL ATHLETICA (CONSIGNMENT),0,1
11/02/2026,Tiger Headband (2 Designs),3,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
11/02/2026,Tiger Paw Keychain @375,1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
11/02/2026,"Ballpen 3 Designs @50 (B,Y,W)",9,STITCH CORP. (BLEEVES PAID),0,1
11/02/2026,Bamboo Notebook @150,2,STITCH CORP. (BLEEVES PAID),0,1
11/02/2026,Bamboo Pen @60,1,STITCH CORP. (BLEEVES PAID),0,1
11/02/2026,Arch @350,3,TET AND DARS (PAID),0,1
11/02/2026,Long Sticker @120,1,TET AND DARS (PAID),0,1
11/02/2026,Pen @40,5,TET AND DARS (PAID),0,1
11/02/2026,"Go USTE (W,Y,B) @450",2,THREADMARKED (CONSIGNMENT),0,1
11/02/2026,"Oversized shirt (V,B) @650",1,THREADMARKED (CONSIGNMENT),0,1
11/02/2026,"UST Embro OS (B,V)",1,THREADMARKED (CONSIGNMENT),0,1
11/02/2026,"Hoodie UST embro (V,G,Y,B) @1800",4,THREADMARKED (PAID),0,1
11/02/2026,Two-toned windbreaker @1700,3,THREADMARKED (PAID),0,1
11/02/2026,Aquaflask,2,USTORE (PAID),0,1
11/02/2026,Automatic Umbrella,3,USTORE (PAID),0,1
11/02/2026,Black Eco Bag,15,USTORE (PAID),0,1
11/02/2026,C. Keychain,3,USTORE (PAID),0,1
11/02/2026,Chibi Stickers,1,USTORE (PAID),0,1
11/02/2026,ID Case v2 @40,1,USTORE (PAID),0,1
11/02/2026,Lanyard @180,25,USTORE (PAID),0,1
11/02/2026,MJ Sticker Large,3,USTORE (PAID),0,1
11/02/2026,MJ Sticker Medium,6,USTORE (PAID),0,1
11/02/2026,MJ Sticker Small,4,USTORE (PAID),0,1
11/02/2026,Notelet,3,USTORE (PAID),0,1
11/02/2026,Powerbank,1,USTORE (PAID),0,1
11/02/2026,Scarf @490,3,USTORE (PAID),0,1
11/02/2026,Tiger Plushie Small,10,USTORE (PAID),0,1
11/02/2026,Black Lanyard,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
11/02/2026,New GT Shirts,5,VARSITY LIFESTYLE (CONSIGNMENT),0,1
11/02/2026,"Y,B VL UST",1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
12/02/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
12/02/2026,White Embro,1,BLAZE (CONSIGNMENT),0,1
12/02/2026,Shirts all @450 UPSIZE (3XL-4XL),3,JUC (CONSIGNMENT),0,1
12/02/2026,UST College ID Lace,11,JUC (CONSIGNMENT),0,1
12/02/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
12/02/2026,"UST OAT MUG (Y,W,B)",1,JUC (CONSIGNMENT),0,1
12/02/2026,UST OAT T-Shirt Y/B/COLLEGE,6,JUC (CONSIGNMENT),0,1
12/02/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,13,JUC (CONSIGNMENT),0,1
12/02/2026,Corp Jacket V3,3,JYL ATHLETICA (CONSIGNMENT),0,1
12/02/2026,Cotton Black Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
12/02/2026,Cotton Gray Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
12/02/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",8,JYL ATHLETICA (CONSIGNMENT),0,1
12/02/2026,Big Car,3,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
12/02/2026,Small Mystery Car,3,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
12/02/2026,Tiger Paw Keychain @375,1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
12/02/2026,Hoodies Breaker,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
12/02/2026,"Ballpen 3 Designs @50 (B,Y,W)",2,STITCH CORP. (BLEEVES PAID),0,1
12/02/2026,Arch @350,10,TET AND DARS (PAID),0,1
12/02/2026,Logo Keychain @200,4,TET AND DARS (PAID),0,1
12/02/2026,Logo Sticker @30,1,TET AND DARS (PAID),0,1
12/02/2026,Pen @40,1,TET AND DARS (PAID),0,1
12/02/2026,"Go USTE (W,Y,B) @450",1,THREADMARKED (CONSIGNMENT),0,1
12/02/2026,"Keep Growling OS (B,V)",3,THREADMARKED (CONSIGNMENT),0,1
12/02/2026,"UST Embro OS (B,V)",3,THREADMARKED (CONSIGNMENT),0,1
12/02/2026,"Hoodie UST embro (V,G,Y,B) @1800",2,THREADMARKED (PAID),0,1
12/02/2026,Aquaflask,2,USTORE (PAID),0,1
12/02/2026,Automatic Umbrella,1,USTORE (PAID),0,1
12/02/2026,Black Eco Bag,3,USTORE (PAID),0,1
12/02/2026,C. Keychain,5,USTORE (PAID),0,1
12/02/2026,Chibi Stickers,1,USTORE (PAID),0,1
12/02/2026,ID Case v2 @40,2,USTORE (PAID),0,1
12/02/2026,Insignia Pen,1,USTORE (PAID),0,1
12/02/2026,Lanyard @180,10,USTORE (PAID),0,1
12/02/2026,MJ Sticker Large,2,USTORE (PAID),0,1
12/02/2026,MJ Sticker Medium,5,USTORE (PAID),0,1
12/02/2026,MJ Sticker Small,3,USTORE (PAID),0,1
12/02/2026,Notelet,1,USTORE (PAID),0,1
12/02/2026,Tiger Plushie Small,2,USTORE (PAID),0,1
12/02/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
12/02/2026,Yellow Notebook,1,USTORE (PAID),0,1
12/02/2026,Black Lanyard,9,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
12/02/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
12/02/2026,New Keychain,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
12/02/2026,"Y,B VL UST",3,VARSITY LIFESTYLE (CONSIGNMENT),0,1
13/02/2026,Black Hoodie Embro,1,BLAZE (CONSIGNMENT),1,0.5
13/02/2026,Polo Shirt @800,1,BLAZE (CONSIGNMENT),0,1
13/02/2026,Triple Black Embro,1,BLAZE (CONSIGNMENT),0,1
13/02/2026,Tripple Embro Black Shirt,1,BLAZE (CONSIGNMENT),1,0.5
13/02/2026,UST College ID Lace,7,JUC (CONSIGNMENT),0,1
13/02/2026,UST OAT Hoodie Jacket,3,JUC (CONSIGNMENT),0,1
13/02/2026,"UST OAT MUG (Y,W,B)",5,JUC (CONSIGNMENT),0,1
13/02/2026,UST OAT T-Shirt Y/B/COLLEGE,10,JUC (CONSIGNMENT),0,1
13/02/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
13/02/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,18,JUC (CONSIGNMENT),0,1
13/02/2026,UST T-Shirt Sporty,4,JUC (CONSIGNMENT),0,1
13/02/2026,Corp Jacket V3,3,JYL ATHLETICA (CONSIGNMENT),0,1
13/02/2026,Cotton Black Jacket,3,JYL ATHLETICA (CONSIGNMENT),0,1
13/02/2026,Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
13/02/2026,Machete V2,3,JYL ATHLETICA (CONSIGNMENT),0,1
13/02/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
13/02/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",6,JYL ATHLETICA (CONSIGNMENT),0,1
13/02/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
13/02/2026,Tiger Headband (2 Designs),2,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
13/02/2026,Tiger Paw Keychain @375,17,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
13/02/2026,"Ballpen 3 Designs @50 (B,Y,W)",3,STITCH CORP. (BLEEVES PAID),0,1
13/02/2026,Bamboo Notebook @150,1,STITCH CORP. (BLEEVES PAID),0,1
13/02/2026,Logo Keychain @200,4,TET AND DARS (PAID),0,1
13/02/2026,Logo Sticker @30,1,TET AND DARS (PAID),0,1
13/02/2026,Long Sticker @120,1,TET AND DARS (PAID),0,1
13/02/2026,"Go USTE (W,Y,B) @450",2,THREADMARKED (CONSIGNMENT),0,1
13/02/2026,"Keep Growling OS (B,V)",2,THREADMARKED (CONSIGNMENT),0,1
13/02/2026,"UST Embro OS (B,V)",3,THREADMARKED (CONSIGNMENT),0,1
13/02/2026,"Hoodie UST embro (V,G,Y,B) @1800",4,THREADMARKED (PAID),0,1
13/02/2026,Automatic Umbrella,2,USTORE (PAID),0,1
13/02/2026,Black Eco Bag,2,USTORE (PAID),0,1
13/02/2026,Blanca Pen,1,USTORE (PAID),0,1
13/02/2026,Button Pin (Big),2,USTORE (PAID),0,1
13/02/2026,C. Keychain,1,USTORE (PAID),0,1
13/02/2026,Clappers,2,USTORE (PAID),0,1
13/02/2026,College Sticker @120,1,USTORE (PAID),0,1
13/02/2026,ID Case v2 @40,2,USTORE (PAID),0,1
13/02/2026,Insignia Pen,2,USTORE (PAID),0,1
13/02/2026,Lanyard @180,19,USTORE (PAID),0,1
13/02/2026,MJ Sticker Large,4,USTORE (PAID),0,1
13/02/2026,MJ Sticker Medium,8,USTORE (PAID),0,1
13/02/2026,MJ Sticker Small,1,USTORE (PAID),0,1
13/02/2026,Notelet,2,USTORE (PAID),0,1
13/02/2026,Tiger Plushie Small,5,USTORE (PAID),0,1
13/02/2026,Tote Viva Santo Tomas,7,USTORE (PAID),0,1
13/02/2026,Yellow Notebook,2,USTORE (PAID),0,1
13/02/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
13/02/2026,New Keychain,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
13/02/2026,"Y,B VL UST",2,VARSITY LIFESTYLE (CONSIGNMENT),0,1
14/02/2026,Woven Tote Bag (SMALL),1,"ASSOCIATION FOR THE EDUCATIONAL ASSISTANCE OF POOR SEMINARIANS, INC.",0,1
14/02/2026,Black Hoodie Embro,1,BLAZE (CONSIGNMENT),1,0.5
14/02/2026,UST College ID Lace,4,JUC (CONSIGNMENT),0,1
14/02/2026,"UST OAT MUG (Y,W,B)",4,JUC (CONSIGNMENT),0,1
14/02/2026,UST OAT T-Shirt Y/B/COLLEGE,4,JUC (CONSIGNMENT),0,1
14/02/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,7,JUC (CONSIGNMENT),0,1
14/02/2026,UST T-Shirt Sporty,1,JUC (CONSIGNMENT),0,1
14/02/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
14/02/2026,Cotton Black Jacket,2,JYL ATHLETICA (CONSIGNMENT),0,1
14/02/2026,Jacket,4,JYL ATHLETICA (CONSIGNMENT),0,1
14/02/2026,Poloshirt 123456 @860,2,JYL ATHLETICA (CONSIGNMENT),0,1
14/02/2026,Poloshirt @800,2,JYL ATHLETICA (CONSIGNMENT),0,1
14/02/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",1,JYL ATHLETICA (CONSIGNMENT),0,1
14/02/2026,Hoodies Breaker,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
14/02/2026,Yellow Wearable Blanket,1,STITCH CORP. (BLEEVES CONSIGNMENT),1,0.5
14/02/2026,"Ballpen 3 Designs @50 (B,Y,W)",4,STITCH CORP. (BLEEVES PAID),0,1
14/02/2026,Arch @350,4,TET AND DARS (PAID),0,1
14/02/2026,Logo Keychain @200,2,TET AND DARS (PAID),0,1
14/02/2026,Logo Sticker @30,2,TET AND DARS (PAID),0,1
14/02/2026,Long Sticker @120,1,TET AND DARS (PAID),0,1
14/02/2026,Pen @40,23,TET AND DARS (PAID),0,1
14/02/2026,"Go USTE (W,Y,B) @450",2,THREADMARKED (CONSIGNMENT),0,1
14/02/2026,"Keep Growling OS (B,V)",2,THREADMARKED (CONSIGNMENT),0,1
14/02/2026,"Hoodie UST embro (V,G,Y,B) @1800",1,THREADMARKED (PAID),0,1
14/02/2026,Aquaflask,1,USTORE (PAID),0,1
14/02/2026,Automatic Umbrella,5,USTORE (PAID),0,1
14/02/2026,Black Eco Bag,2,USTORE (PAID),0,1
14/02/2026,C. Keychain,3,USTORE (PAID),0,1
14/02/2026,ID Case v2 @40,3,USTORE (PAID),0,1
14/02/2026,Insignia Pen,2,USTORE (PAID),0,1
14/02/2026,Lanyard @180,14,USTORE (PAID),0,1
14/02/2026,MJ Sticker Large,2,USTORE (PAID),0,1
14/02/2026,MJ Sticker Medium,2,USTORE (PAID),0,1
14/02/2026,MJ Sticker Small,2,USTORE (PAID),0,1
14/02/2026,Notelet,4,USTORE (PAID),0,1
14/02/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
14/02/2026,Utensils,1,USTORE (PAID),0,1
14/02/2026,Black Lanyard,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
14/02/2026,"Y,B VL UST",2,VARSITY LIFESTYLE (CONSIGNMENT),0,1
16/02/2026,Triple Black Embro,1,BLAZE (CONSIGNMENT),0,1
16/02/2026,White Embro,1,BLAZE (CONSIGNMENT),0,1
16/02/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
16/02/2026,UST College ID Lace,15,JUC (CONSIGNMENT),0,1
16/02/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
16/02/2026,UST OAT T-Shirt Y/B/COLLEGE,16,JUC (CONSIGNMENT),0,1
16/02/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
16/02/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,12,JUC (CONSIGNMENT),0,1
16/02/2026,UST T-Shirt Sporty,2,JUC (CONSIGNMENT),0,1
16/02/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
16/02/2026,Cotton Black Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
16/02/2026,DRI-FIT NEW,1,JYL ATHLETICA (CONSIGNMENT),0,1
16/02/2026,Machete V2,1,JYL ATHLETICA (CONSIGNMENT),0,1
16/02/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",1,JYL ATHLETICA (CONSIGNMENT),0,1
16/02/2026,Yellow Baseball Shirt,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
16/02/2026,Tiger Paw Keychain @375,4,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
16/02/2026,Hoodies Breaker,4,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
16/02/2026,Clock @550,2,STITCH CORP. (BLEEVES CONSIGNMENT),0,1
16/02/2026,Logo Keychain @200,1,TET AND DARS (PAID),0,1
16/02/2026,"Keep Growling OS (B,V)",3,THREADMARKED (CONSIGNMENT),0,1
16/02/2026,"Oversized shirt (V,B) @650",1,THREADMARKED (CONSIGNMENT),0,1
16/02/2026,"UST Embro OS (B,V)",1,THREADMARKED (CONSIGNMENT),0,1
16/02/2026,"Hoodie UST embro (V,G,Y,B) @1800",2,THREADMARKED (PAID),0,1
16/02/2026,Two-toned windbreaker @1700,1,THREADMARKED (PAID),0,1
16/02/2026,5M Rotating Keychain,1,USTORE (PAID),0,1
16/02/2026,C. Keychain,1,USTORE (PAID),0,1
16/02/2026,ID Case v2 @40,1,USTORE (PAID),0,1
16/02/2026,Lanyard @180,19,USTORE (PAID),0,1
16/02/2026,MJ Sticker Small,3,USTORE (PAID),0,1
16/02/2026,Notelet,1,USTORE (PAID),0,1
16/02/2026,Tiger Plushie Small,5,USTORE (PAID),0,1
16/02/2026,Tote Viva Santo Tomas,1,USTORE (PAID),0,1
16/02/2026,Utensils,2,USTORE (PAID),0,1
16/02/2026,Black Lanyard,3,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
16/02/2026,New Keychain,2,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
16/02/2026,Varsity Long Sticker,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
16/02/2026,"Y,B VL UST",2,VARSITY LIFESTYLE (CONSIGNMENT),0,1
18/02/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
18/02/2026,UST College ID Lace,6,JUC (CONSIGNMENT),0,1
18/02/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
18/02/2026,"UST OAT MUG (Y,W,B)",5,JUC (CONSIGNMENT),0,1
18/02/2026,UST OAT T-Shirt Y/B/COLLEGE,1,JUC (CONSIGNMENT),0,1
18/02/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,14,JUC (CONSIGNMENT),0,1
18/02/2026,UST T-Shirt Sporty,3,JUC (CONSIGNMENT),0,1
18/02/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
18/02/2026,Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
18/02/2026,Machete V2,2,JYL ATHLETICA (CONSIGNMENT),0,1
18/02/2026,Poloshirt 123456 @860,1,JYL ATHLETICA (CONSIGNMENT),0,1
18/02/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
18/02/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",1,JYL ATHLETICA (CONSIGNMENT),0,1
18/02/2026,Tiger Headband (2 Designs),1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
18/02/2026,Hoodies Breaker,1,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
18/02/2026,Go Fight UST Shirt,1,SHIRT HAPPENS,0,1
18/02/2026,Arch @350,2,TET AND DARS (PAID),0,1
18/02/2026,"Keep Growling OS (B,V)",3,THREADMARKED (CONSIGNMENT),0,1
18/02/2026,"UST Embro OS (B,V)",3,THREADMARKED (CONSIGNMENT),0,1
18/02/2026,Automatic Umbrella,1,USTORE (PAID),0,1
18/02/2026,Black Eco Bag,4,USTORE (PAID),0,1
18/02/2026,C. Keychain,2,USTORE (PAID),0,1
18/02/2026,Chibi Stickers,2,USTORE (PAID),0,1
18/02/2026,Clappers,1,USTORE (PAID),0,1
18/02/2026,ID Case v2 @40,1,USTORE (PAID),0,1
18/02/2026,Lanyard @180,14,USTORE (PAID),0,1
18/02/2026,MJ Sticker Small,3,USTORE (PAID),0,1
18/02/2026,Picasso Pen,1,USTORE (PAID),0,1
18/02/2026,Scarf @490,2,USTORE (PAID),0,1
18/02/2026,Tiger Plushie Small,23,USTORE (PAID),0,1
18/02/2026,Tote Viva Santo Tomas,4,USTORE (PAID),0,1
18/02/2026,Yellow Id Lanyard,1,USTORE (PAID),1,0.5
18/02/2026,Yellow/Black Lanyard,1,USTORE (PAID),1,0.5
18/02/2026,"Y,B VL UST",3,VARSITY LIFESTYLE (CONSIGNMENT),0,1
19/02/2026,Polo Shirt @800,3,BLAZE (CONSIGNMENT),0,1
19/02/2026,UST College ID Lace,8,JUC (CONSIGNMENT),0,1
19/02/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
19/02/2026,UST OAT T-Shirt Y/B/COLLEGE,5,JUC (CONSIGNMENT),0,1
19/02/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,7,JUC (CONSIGNMENT),0,1
19/02/2026,UST T-Shirt Sporty,1,JUC (CONSIGNMENT),0,1
19/02/2026,Corp Jacket v.3,1,JYL ATHLETICA (CONSIGNMENT),1,0.5
19/02/2026,Corp Jacket V3,1,JYL ATHLETICA (CONSIGNMENT),0,1
19/02/2026,Cotton Black Jacket,1,JYL ATHLETICA (CONSIGNMENT),0,1
19/02/2026,Poloshirt 123456 @860,2,JYL ATHLETICA (CONSIGNMENT),0,1
19/02/2026,Poloshirt @800,2,JYL ATHLETICA (CONSIGNMENT),0,1
19/02/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",4,JYL ATHLETICA (CONSIGNMENT),0,1
19/02/2026,Tiger Paw Keychain @375,3,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
19/02/2026,Hoodies Breaker,2,NAPOLIZ ENTERPRISES (CONSIGNMENT),0,1
19/02/2026,Go Fight UST Shirt,1,SHIRT HAPPENS,0,1
19/02/2026,Bamboo Notebook @150,2,STITCH CORP. (BLEEVES PAID),0,1
19/02/2026,Bamboo Pen @60,1,STITCH CORP. (BLEEVES PAID),0,1
19/02/2026,Logo Keychain @200,1,TET AND DARS (PAID),0,1
19/02/2026,"Keep Growling OS (B,V)",3,THREADMARKED (CONSIGNMENT),0,1
19/02/2026,"UST Embro OS (B,V)",1,THREADMARKED (CONSIGNMENT),0,1
19/02/2026,"Hoodie UST embro (V,G,Y,B) @1800",2,THREADMARKED (PAID),0,1
19/02/2026,Two-toned windbreaker @1700,4,THREADMARKED (PAID),0,1
19/02/2026,Automatic Umbrella,1,USTORE (PAID),0,1
19/02/2026,C. Keychain,1,USTORE (PAID),0,1
19/02/2026,College Sticker @120,2,USTORE (PAID),0,1
19/02/2026,ID Case v2 @40,1,USTORE (PAID),0,1
19/02/2026,Lanyard @180,14,USTORE (PAID),0,1
19/02/2026,Tiger Plushie Small,1,USTORE (PAID),0,1
19/02/2026,Tote Viva Santo Tomas,2,USTORE (PAID),0,1
19/02/2026,Yellow Id Lanyard,1,USTORE (PAID),1,0.5
19/02/2026,Yellow/Black Lanyard,2,USTORE (PAID),1,0.5
19/02/2026,Black Lanyard,6,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
19/02/2026,New GT Shirts,1,VARSITY LIFESTYLE (CONSIGNMENT),0,1
19/02/2026,New Keychain,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
19/02/2026,UST Long Sticker,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
19/02/2026,Varsity Long Sticker,1,VARSITY LIFESTYLE (CONSIGNMENT),1,0.5
19/02/2026,"Y,B VL UST",2,VARSITY LIFESTYLE (CONSIGNMENT),0,1
20/02/2026,Polo Shirt @800,2,BLAZE (CONSIGNMENT),0,1
20/02/2026,Triple Black Embro,2,BLAZE (CONSIGNMENT),0,1
20/02/2026,Shirts all @450 UPSIZE (3XL-4XL),1,JUC (CONSIGNMENT),0,1
20/02/2026,UST College ID Lace,9,JUC (CONSIGNMENT),0,1
20/02/2026,UST OAT Hoodie Jacket,1,JUC (CONSIGNMENT),0,1
20/02/2026,"UST OAT MUG (Y,W,B)",3,JUC (CONSIGNMENT),0,1
20/02/2026,UST OAT T-Shirt Y/B/COLLEGE,14,JUC (CONSIGNMENT),0,1
20/02/2026,UST Sweatshirt Sporty,1,JUC (CONSIGNMENT),0,1
20/02/2026,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,19,JUC (CONSIGNMENT),0,1
20/02/2026,UST T-Shirt Sporty,2,JUC (CONSIGNMENT),0,1
20/02/2026,Corp Jacket V3,2,JYL ATHLETICA (CONSIGNMENT),0,1
20/02/2026,Cotton Brush Jacket,3,JYL ATHLETICA (CONSIGNMENT),0,1
20/02/2026,Dri-Fit Golden Tigresses,4,JYL ATHLETICA (CONSIGNMENT),0,1
20/02/2026,Jersey Short,1,JYL ATHLETICA (CONSIGNMENT),0,1
20/02/2026,Poloshirt @800,1,JYL ATHLETICA (CONSIGNMENT),0,1
20/02/2026,"QUIANA SUBLI SHIRT (B&Y), 2 TONED",6,JYL ATHLETICA (CONSIGNMENT),0,1
20/02/2026,Tiger Paw Keychain @375,1,MADEBYRUZ CONSUMER GOODS TRADING (CONSIGNMENT),0,1
20/02/2026,"Ballpen 3 Designs @50 (B,Y,W)",2,STITCH CORP. (BLEEVES PAID),0,1
20/02/2026,Bamboo Notebook @150,2,STITCH CORP. (BLEEVES PAID),0,1
20/02/2026,Bamboo Pen @60,1,STITCH CORP. (BLEEVES PAID),0,1
20/02/2026,Kraft Notebook @130,1,STITCH CORP. (BLEEVES PAID),0,1
20/02/2026,Arch @350,3,TET AND DARS (PAID),0,1
20/02/2026,Logo Keychain @200,5,TET AND DARS (PAID),0,1
20/02/2026,Logo Sticker @30,5,TET AND DARS (PAID),0,1
20/02/2026,Long Sticker @120,4,TET AND DARS (PAID),0,1
20/02/2026,"Go USTE (W,Y,B) @450",1,THREADMARKED (CONSIGNMENT),0,1
20/02/2026,"Keep Growling OS (B,V)",3,THREADMARKED (CONSIGNMENT),0,1
20/02/2026,"Oversized shirt (V,B) @650",1,THREADMARKED (CONSIGNMENT),0,1
20/02/2026,"UST Embro OS (B,V)",4,THREADMARKED (CONSIGNMENT),0,1
20/02/2026,"Hoodie UST embro (V,G,Y,B) @1800",2,THREADMARKED (PAID),0,1
20/02/2026,Two-toned windbreaker @1700,2,THREADMARKED (PAID),0,1
20/02/2026,Aquaflask,1,USTORE (PAID),0,1
20/02/2026,Automatic Umbrella,1,USTORE (PAID),0,1
20/02/2026,C. Keychain,1,USTORE (PAID),0,1
