Date,Item,Total Quantity,Supplier,imputation_flag,weight
11/04/2025,White Embro,2,BLAZE,0,1
11/04/2025,UST College ID Lace,2,JUC,0,1
11/04/2025,UST OAT Hoodie Jacket,2,JUC,0,1
11/04/2025,UST OAT T-Shirt Y/B/COLLEGE,12,JUC,0,1
11/04/2025,UST Sweatshirt Sporty,1,JUC,0,1
11/04/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,14,JUC,0,1
11/04/2025,UST T-Shirt Sporty,5,JUC,0,1
11/04/2025,BASE BALL SHIRT,1,JYL ATHLETICA,0,1
11/04/2025,Cotton Gray Jacket,2,JYL ATHLETICA,0,1
11/04/2025,Quiana Black Subli Shirt,1,JYL ATHLETICA,1,0.5
11/04/2025,Quiana Yelloow Subli Shirt,2,JYL ATHLETICA,1,0.5
11/04/2025,Hoodies Breaker,2,NAPOLIZ ENTERPRISES,0,1
11/04/2025,Pure Black Laptop Bag,1,NAPOLIZ ENTERPRISES,1,0.5
11/04/2025,UST-Pen W/Box,42,NEW TRENDS,0,1
11/04/2025,Sticker @120,2,TET AND DARS,0,1
11/04/2025,C. Keychain,6,USTORE,0,1
11/04/2025,ID Case,4,USTORE,0,1
11/04/2025,Lanyard @180,20,USTORE,0,1
11/04/2025,Lanyard @190,4,USTORE,0,1
11/04/2025,MJ Sticker Medium,7,USTORE,0,1
11/04/2025,MJ Sticker Small,9,USTORE,0,1
11/04/2025,New Tiger Plushie Big @850,4,USTORE,0,1
11/04/2025,New Tiger Plushie Small @750,15,USTORE,0,1
11/04/2025,Shabby Hat,1,USTORE,0,1
11/04/2025,Tote (One For UST),1,USTORE,0,1
11/04/2025,Tote Bag Canvas White,1,USTORE,0,1
11/04/2025,Umb (One For UST),8,USTORE,0,1
11/04/2025,Hoodie,1,VARSITY LIFESTYLE,0,1
11/04/2025,New GT Shirts,1,VARSITY LIFESTYLE,0,1
22/04/2025,Shirts all @450 UPSIZE (3XL-5XL),1,JUC,0,1
22/04/2025,UST College ID Lace,2,JUC,0,1
22/04/2025,UST OAT Hoodie Jacket,3,JUC,0,1
22/04/2025,UST OAT MUG (W inside),25,JUC,0,1
22/04/2025,UST OAT MUG (Y/B inside),25,JUC,0,1
22/04/2025,UST OAT T-Shirt Y/B/COLLEGE,13,JUC,0,1
22/04/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,10,JUC,0,1
22/04/2025,UST T-Shirt Sporty,6,JUC,0,1
22/04/2025,UST T-Shirt Sporty UPSIZE (3XL-5XL),1,JUC,0,1
22/04/2025,Cotton Black Jacket,3,JYL ATHLETICA,0,1
22/04/2025,Cotton Gray Jacket,2,JYL ATHLETICA,0,1
22/04/2025,DRI-FIT NEW,4,JYL ATHLETICA,0,1
22/04/2025,Jacket,1,JYL ATHLETICA,0,1
22/04/2025,Poloshirt @800,1,JYL ATHLETICA,0,1
22/04/2025,Quiana Yelloow Subli Shirt,1,JYL ATHLETICA,1,0.5
22/04/2025,Black Double Canopy Umbrella,1,NAPOLIZ ENTERPRISES,1,0.5
22/04/2025,Hoodies Breaker,2,NAPOLIZ ENTERPRISES,0,1
22/04/2025,Yellow Double Canopy Umbrella,1,NAPOLIZ ENTERPRISES,1,0.5
22/04/2025,UST-Pen W/Box,1,NEW TRENDS,0,1
22/04/2025,Pen @30,2,TET AND DARS,0,1
22/04/2025,Aquaflask,2,USTORE,0,1
22/04/2025,C. Keychain,3,USTORE,0,1
22/04/2025,Lanyard @180,15,USTORE,0,1
22/04/2025,Lanyard @190,2,USTORE,0,1
22/04/2025,MJ Sticker Large,3,USTORE,0,1
22/04/2025,MJ Sticker Medium,2,USTORE,0,1
22/04/2025,MJ Sticker Small,2,USTORE,0,1
22/04/2025,New Tiger Plushie Big @850,3,USTORE,0,1
22/04/2025,New Tiger Plushie Small @750,1,USTORE,0,1
22/04/2025,Thick Lanyard,5,USTORE,0,1
22/04/2025,Tote (Viva),3,USTORE,0,1
22/04/2025,Umb (One For UST),1,USTORE,0,1
22/04/2025,Utensil,50,USTORE,0,1
22/04/2025,Hoodie,1,VARSITY LIFESTYLE,0,1
23/04/2025,ABSC College Shirt (60th),1,ARTS AND LETTERS (SHIRT HAPPENS),0,1
23/04/2025,UST College ID Lace,6,JUC,0,1
23/04/2025,UST OAT MUG (W inside),1,JUC,0,1
23/04/2025,UST OAT MUG (Y/B inside),1,JUC,0,1
23/04/2025,UST OAT T-Shirt Y/B/COLLEGE,6,JUC,0,1
23/04/2025,UST Sweatshirt Sporty,2,JUC,0,1
23/04/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,2,JUC,0,1
23/04/2025,UST T-Shirt Sporty,1,JUC,0,1
23/04/2025,DRI-FIT NEW,3,JYL ATHLETICA,0,1
23/04/2025,Hoodies Breaker,1,NAPOLIZ ENTERPRISES,0,1
23/04/2025,Arch @320,1,TET AND DARS,0,1
23/04/2025,Eco Bag @80,1,TET AND DARS,0,1
23/04/2025,Pen @30,1,TET AND DARS,0,1
23/04/2025,Lanyard @180,2,USTORE,0,1
23/04/2025,MJ Sticker Large,3,USTORE,0,1
23/04/2025,MJ Sticker Medium,2,USTORE,0,1
23/04/2025,MJ Sticker Small,5,USTORE,0,1
23/04/2025,Tote (One For UST),2,USTORE,0,1
23/04/2025,Tote Bag Canvas White,1,USTORE,0,1
23/04/2025,Umb (One For UST),3,USTORE,0,1
25/04/2025,Polo Shirt @800,4,BLAZE,0,1
25/04/2025,Tripple Embro Black Shirt,1,BLAZE,1,0.5
25/04/2025,White Embro,1,BLAZE,0,1
25/04/2025,UST College ID Lace,1,JUC,0,1
25/04/2025,UST OAT Hoodie Jacket,9,JUC,0,1
25/04/2025,UST OAT MUG (W inside),3,JUC,0,1
25/04/2025,UST OAT MUG (Y/B inside),11,JUC,0,1
25/04/2025,UST OAT T-Shirt Y/B/COLLEGE,5,JUC,0,1
25/04/2025,UST Sweatshirt Sporty,1,JUC,0,1
25/04/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,9,JUC,0,1
25/04/2025,UST T-Shirt Sporty,3,JUC,0,1
25/04/2025,UST T-Shirt Sporty UPSIZE (3XL-5XL),1,JUC,0,1
25/04/2025,BASE BALL SHIRT,1,JYL ATHLETICA,0,1
25/04/2025,Cotton Brush Jacket,23,JYL ATHLETICA,0,1
25/04/2025,Cotton Gray Jacket,11,JYL ATHLETICA,0,1
25/04/2025,DRI-FIT NEW,1,JYL ATHLETICA,0,1
25/04/2025,Jacket,1,JYL ATHLETICA,0,1
25/04/2025,Poloshirt @800,3,JYL ATHLETICA,0,1
25/04/2025,Black Double Canopy Umbrella,1,NAPOLIZ ENTERPRISES,1,0.5
25/04/2025,Hoodies Breaker,2,NAPOLIZ ENTERPRISES,0,1
25/04/2025,Yellow Double Canopy Umbrella,1,NAPOLIZ ENTERPRISES,1,0.5
25/04/2025,UST-Pen W/Box,2,NEW TRENDS,0,1
25/04/2025,Arch @320,1,TET AND DARS,0,1
25/04/2025,Eco Bag @80,4,TET AND DARS,0,1
25/04/2025,Keychain @180,2,TET AND DARS,0,1
25/04/2025,Pen @30,2,TET AND DARS,0,1
25/04/2025,Sticker @20,2,TET AND DARS,0,1
25/04/2025,Aquaflask,3,USTORE,0,1
25/04/2025,C. Keychain,1,USTORE,0,1
25/04/2025,Lanyard @180,7,USTORE,0,1
25/04/2025,Lanyard @190,2,USTORE,0,1
25/04/2025,MJ Sticker Large,3,USTORE,0,1
25/04/2025,MJ Sticker Medium,8,USTORE,0,1
25/04/2025,MJ Sticker Small,3,USTORE,0,1
25/04/2025,New Tiger Plushie Big @850,3,USTORE,0,1
25/04/2025,New Tiger Plushie Small @750,9,USTORE,0,1
25/04/2025,Thick Lanyard,1,USTORE,0,1
25/04/2025,Tote (One For UST),1,USTORE,0,1
25/04/2025,Tote Bag Canvas White,3,USTORE,0,1
25/04/2025,Umb (One For UST),1,USTORE,0,1
25/04/2025,Utensil,1,USTORE,0,1
25/04/2025,Scarves,1,VARSITY LIFESTYLE,0,1
26/04/2025,Black Embro Oversized Shirt,1,BLAZE,1,0.5
26/04/2025,Black Hoodie Embro,2,BLAZE,1,0.5
26/04/2025,Tripple Embro Black Shirt,3,BLAZE,1,0.5
26/04/2025,UST College ID Lace,2,JUC,0,1
26/04/2025,UST OAT MUG (Y/B inside),5,JUC,0,1
26/04/2025,UST OAT T-Shirt Y/B/COLLEGE,1,JUC,0,1
26/04/2025,UST Sweatshirt Sporty,1,JUC,0,1
26/04/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,11,JUC,0,1
26/04/2025,UST T-Shirt Sporty,3,JUC,0,1
26/04/2025,UST T-Shirt Sporty UPSIZE (3XL-5XL),1,JUC,0,1
26/04/2025,Corp Jacket v.3,1,JYL ATHLETICA,1,0.5
26/04/2025,Cotton Brush Jacket,2,JYL ATHLETICA,0,1
26/04/2025,DRI-FIT NEW,2,JYL ATHLETICA,0,1
26/04/2025,Jacket,1,JYL ATHLETICA,0,1
26/04/2025,Poloshirt @800,1,JYL ATHLETICA,0,1
26/04/2025,Quiana Yelloow Subli Shirt,1,JYL ATHLETICA,1,0.5
26/04/2025,Windbreaker,1,JYL ATHLETICA,1,0.5
26/04/2025,Hoodies Breaker,2,NAPOLIZ ENTERPRISES,0,1
26/04/2025,UST-Pen W/Box,5,NEW TRENDS,0,1
26/04/2025,Keychain @180,3,TET AND DARS,0,1
26/04/2025,Sticker @120,1,TET AND DARS,0,1
26/04/2025,Sticker @20,4,TET AND DARS,0,1
26/04/2025,Aquaflask,1,USTORE,0,1
26/04/2025,C. Keychain,3,USTORE,0,1
26/04/2025,Clappers,2,USTORE,0,1
26/04/2025,ID Case,1,USTORE,0,1
26/04/2025,Lanyard @180,11,USTORE,0,1
26/04/2025,MJ Sticker Large,1,USTORE,0,1
26/04/2025,MJ Sticker Medium,4,USTORE,0,1
26/04/2025,MJ Sticker Small,10,USTORE,0,1
26/04/2025,New Tiger Plushie Small @750,1,USTORE,0,1
26/04/2025,Thick Lanyard,3,USTORE,0,1
26/04/2025,Tote (One For UST),3,USTORE,0,1
26/04/2025,Tote (Viva),1,USTORE,0,1
26/04/2025,New GT Shirts,1,VARSITY LIFESTYLE,0,1
28/04/2025,Polo Shirt @800,2,BLAZE,0,1
28/04/2025,Tripple Embro Black Shirt,1,BLAZE,1,0.5
28/04/2025,White Embro,1,BLAZE,0,1
28/04/2025,Bomber Jacket,1,JUC,0,1
28/04/2025,UST College ID Lace,5,JUC,0,1
28/04/2025,UST OAT T-Shirt Y/B/COLLEGE,6,JUC,0,1
28/04/2025,UST Sweatshirt Sporty,1,JUC,0,1
28/04/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,7,JUC,0,1
28/04/2025,UST T-Shirt Sporty,1,JUC,0,1
28/04/2025,UST T-Shirt Sporty UPSIZE (3XL-5XL),1,JUC,0,1
28/04/2025,Cotton Brush Jacket,1,JYL ATHLETICA,0,1
28/04/2025,Cotton Gray Jacket,1,JYL ATHLETICA,0,1
28/04/2025,DRI-FIT NEW,2,JYL ATHLETICA,0,1
28/04/2025,Jacket,1,JYL ATHLETICA,0,1
28/04/2025,Hoodies Breaker,2,NAPOLIZ ENTERPRISES,0,1
28/04/2025,Arch @320,2,TET AND DARS,0,1
28/04/2025,Eco Bag @80,1,TET AND DARS,0,1
28/04/2025,Pen @30,2,TET AND DARS,0,1
28/04/2025,Sticker @20,1,TET AND DARS,0,1
28/04/2025,Aquaflask,2,USTORE,0,1
28/04/2025,C. Keychain,4,USTORE,0,1
28/04/2025,ID Case,1,USTORE,0,1
28/04/2025,Lanyard @180,9,USTORE,0,1
28/04/2025,MJ Sticker Bundle,3,USTORE,0,1
28/04/2025,MJ Sticker Large,2,USTORE,0,1
28/04/2025,MJ Sticker Medium,1,USTORE,0,1
28/04/2025,MJ Sticker Small,1,USTORE,0,1
28/04/2025,Thick Lanyard,1,USTORE,0,1
28/04/2025,Tote (Viva),1,USTORE,0,1
28/04/2025,Umb (One For UST),3,USTORE,0,1
28/04/2025,New GT Shirts,1,VARSITY LIFESTYLE,0,1
29/04/2025,Black Hoodie Embro,1,BLAZE,1,0.5
29/04/2025,Tripple Embro Black Shirt,1,BLAZE,1,0.5
29/04/2025,Shirts all @450 UPSIZE (3XL-5XL),1,JUC,0,1
29/04/2025,UST College ID Lace,4,JUC,0,1
29/04/2025,UST OAT Hoodie Jacket,2,JUC,0,1
29/04/2025,UST OAT MUG (W inside),1,JUC,0,1
29/04/2025,UST OAT MUG (Y/B inside),5,JUC,0,1
29/04/2025,UST Sweatshirt Sporty,1,JUC,0,1
29/04/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,15,JUC,0,1
29/04/2025,UST T-Shirt Sporty,8,JUC,0,1
29/04/2025,UST T-Shirt Sporty UPSIZE (3XL-5XL),1,JUC,0,1
29/04/2025,BASE BALL SHIRT,1,JYL ATHLETICA,0,1
29/04/2025,Cotton Black Jacket,1,JYL ATHLETICA,0,1
29/04/2025,Cotton Brush Jacket,2,JYL ATHLETICA,0,1
29/04/2025,Cotton Gray Jacket,1,JYL ATHLETICA,0,1
29/04/2025,Quiana Black Subli Shirt,3,JYL ATHLETICA,1,0.5
29/04/2025,Quiana Yelloow Subli Shirt,5,JYL ATHLETICA,1,0.5
29/04/2025,Windbreaker,1,JYL ATHLETICA,1,0.5
29/04/2025,Arch @320,1,TET AND DARS,0,1
29/04/2025,Keychain @180,6,TET AND DARS,0,1
29/04/2025,Pen @30,8,TET AND DARS,0,1
29/04/2025,Sticker @120,3,TET AND DARS,0,1
29/04/2025,Sticker @20,3,TET AND DARS,0,1
29/04/2025,Aquaflask,1,USTORE,0,1
29/04/2025,C. Keychain,2,USTORE,0,1
29/04/2025,C. Sticker @120,1,USTORE,0,1
29/04/2025,Lanyard @180,15,USTORE,0,1
29/04/2025,Lanyard @190,2,USTORE,0,1
29/04/2025,MJ Sticker Large,4,USTORE,0,1
29/04/2025,MJ Sticker Medium,1,USTORE,0,1
29/04/2025,MJ Sticker Small,13,USTORE,0,1
29/04/2025,New Tiger Plushie Big @850,1,USTORE,0,1
29/04/2025,Shabby Hat,1,USTORE,0,1
29/04/2025,Thick Lanyard,4,USTORE,0,1
29/04/2025,Tote (One For UST),2,USTORE,0,1
29/04/2025,Umb (One For UST),11,USTORE,0,1
29/04/2025,Hoodie,1,VARSITY LIFESTYLE,0,1
30/04/2025,UST College ID Lace,6,JUC,0,1
30/04/2025,UST OAT MUG (W inside),3,JUC,0,1
30/04/2025,UST OAT MUG (Y/B inside),10,JUC,0,1
30/04/2025,UST OAT T-Shirt Y/B/COLLEGE,5,JUC,0,1
30/04/2025,UST Sweatshirt Sporty,1,JUC,0,1
30/04/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,21,JUC,0,1
30/04/2025,UST T-Shirt Sporty UPSIZE (3XL-5XL),1,JUC,0,1
30/04/2025,BASE BALL SHIRT,1,JYL ATHLETICA,0,1
30/04/2025,Corp Jacket v.3,1,JYL ATHLETICA,1,0.5
30/04/2025,Cotton Brush Jacket,2,JYL ATHLETICA,0,1
30/04/2025,DRI-FIT NEW,1,JYL ATHLETICA,0,1
30/04/2025,Hoodies Breaker,1,NAPOLIZ ENTERPRISES,0,1
30/04/2025,Pure Black Laptop Bag,1,NAPOLIZ ENTERPRISES,1,0.5
30/04/2025,UST-Pen W/Box,3,NEW TRENDS,0,1
30/04/2025,Arch @320,5,TET AND DARS,0,1
30/04/2025,Eco Bag @80,6,TET AND DARS,0,1
30/04/2025,Keychain @180,1,TET AND DARS,0,1
30/04/2025,Pen @30,7,TET AND DARS,0,1
30/04/2025,Sticker @120,2,TET AND DARS,0,1
30/04/2025,Aquaflask,3,USTORE,0,1
30/04/2025,C. Keychain,9,USTORE,0,1
30/04/2025,Kit Set,10,USTORE,0,1
30/04/2025,Lanyard @180,11,USTORE,0,1
30/04/2025,Lanyard @190,1,USTORE,0,1
30/04/2025,MJ Sticker Large,14,USTORE,0,1
30/04/2025,MJ Sticker Medium,4,USTORE,0,1
30/04/2025,MJ Sticker Small,16,USTORE,0,1
30/04/2025,New Tiger Plushie Big @850,1,USTORE,0,1
30/04/2025,Notelet,43,USTORE,0,1
30/04/2025,Pencil,36,USTORE,0,1
30/04/2025,Shabby Hat,3,USTORE,0,1
30/04/2025,Thick Lanyard,4,USTORE,0,1
30/04/2025,Tote (One For UST),1,USTORE,0,1
30/04/2025,Tote (Viva),3,USTORE,0,1
30/04/2025,Tote Bag Canvas White,2,USTORE,0,1
30/04/2025,Umb (One For UST),1,USTORE,0,1
30/04/2025,New GT Shirts,1,VARSITY LIFESTYLE,0,1
02/05/2025,ABSC College Shirt (60th),3,ARTS AND LETTERS (SHIRT HAPPENS),0,1
02/05/2025,Black Embro Oversized Shirt,1,BLAZE,1,0.5
02/05/2025,Black Hoodie Embro,1,BLAZE,1,0.5
02/05/2025,Tripple Embro Black Shirt,2,BLAZE,1,0.5
02/05/2025,White Embro,7,BLAZE,0,1
02/05/2025,Shirts all @450 UPSIZE (3XL-5XL),1,JUC,0,1
02/05/2025,UST College ID Lace,4,JUC,0,1
02/05/2025,UST OAT Hoodie Jacket,3,JUC,0,1
02/05/2025,UST OAT MUG (Y/B inside),7,JUC,0,1
02/05/2025,UST OAT T-Shirt Y/B/COLLEGE,19,JUC,0,1
02/05/2025,UST Sweatshirt Sporty,1,JUC,0,1
02/05/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,12,JUC,0,1
02/05/2025,UST T-Shirt Sporty,11,JUC,0,1
02/05/2025,Cotton Brush Jacket,2,JYL ATHLETICA,0,1
02/05/2025,DRI-FIT NEW,1,JYL ATHLETICA,0,1
02/05/2025,Poloshirt @800,1,JYL ATHLETICA,0,1
02/05/2025,Quiana Yelloow Subli Shirt,1,JYL ATHLETICA,1,0.5
02/05/2025,UST-Pen W/Box,40,NEW TRENDS,0,1
02/05/2025,Ballpen 2 Designs @50 (B&Y),8,STITCH CORP. (BLEEVES),0,1
02/05/2025,Bamboo Pen @60,2,STITCH CORP. (BLEEVES),0,1
02/05/2025,Clock @550,1,STITCH CORP. (BLEEVES),0,1
02/05/2025,Kraft Notebook @85,40,STITCH CORP. (BLEEVES),0,1
02/05/2025,Arch @320,5,TET AND DARS,0,1
02/05/2025,Eco Bag @80,40,TET AND DARS,0,1
02/05/2025,Keychain @180,3,TET AND DARS,0,1
02/05/2025,Pen @40,403,TET AND DARS,0,1
02/05/2025,Sticker @120,1,TET AND DARS,0,1
02/05/2025,Aquaflask,2,USTORE,0,1
02/05/2025,C. Keychain,1,USTORE,0,1
02/05/2025,C. Sticker @120,2,USTORE,0,1
02/05/2025,Eco Bag CGEEE!,1,USTORE,0,1
02/05/2025,ID Case,1,USTORE,0,1
02/05/2025,Kit Set,1,USTORE,0,1
02/05/2025,Lanyard @180,13,USTORE,0,1
02/05/2025,Lanyard @190,1,USTORE,0,1
02/05/2025,MJ Sticker Large,5,USTORE,0,1
02/05/2025,MJ Sticker Medium,1,USTORE,0,1
02/05/2025,MJ Sticker Small,5,USTORE,0,1
02/05/2025,New Tiger Plushie Big @850,1,USTORE,0,1
02/05/2025,Notelet,41,USTORE,0,1
02/05/2025,Pencil,3,USTORE,0,1
02/05/2025,Thick Lanyard,6,USTORE,0,1
02/05/2025,Tiger BUNDLE,1,USTORE,0,1
02/05/2025,Tote (Viva),1,USTORE,0,1
02/05/2025,Tote Bag Canvas White,2,USTORE,0,1
02/05/2025,Umb (One For UST),2,USTORE,0,1
03/05/2025,Shirts all @450 UPSIZE (3XL-5XL),1,JUC,0,1
03/05/2025,UST College ID Lace,2,JUC,0,1
03/05/2025,UST OAT T-Shirt Y/B/COLLEGE,5,JUC,0,1
03/05/2025,UST Sweatshirt Sporty,1,JUC,0,1
03/05/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,8,JUC,0,1
03/05/2025,UST T-Shirt Sporty,3,JUC,0,1
03/05/2025,Corp Black Windbreaker,1,JYL ATHLETICA,1,0.5
03/05/2025,Cotton Black Jacket,2,JYL ATHLETICA,0,1
03/05/2025,Cotton Brush Jacket,2,JYL ATHLETICA,0,1
03/05/2025,DRI-FIT NEW,2,JYL ATHLETICA,0,1
03/05/2025,Jacket,1,JYL ATHLETICA,0,1
03/05/2025,Quiana Black Subli Shirt,1,JYL ATHLETICA,1,0.5
03/05/2025,Quiana Yelloow Subli Shirt,1,JYL ATHLETICA,1,0.5
03/05/2025,Windbreaker,1,JYL ATHLETICA,1,0.5
03/05/2025,Hoodies Breaker,1,NAPOLIZ ENTERPRISES,0,1
03/05/2025,Ballpen 2 Designs @50 (B&Y),4,STITCH CORP. (BLEEVES),0,1
03/05/2025,Bamboo Pen @60,1,STITCH CORP. (BLEEVES),0,1
03/05/2025,Kraft Notebook @85,6,STITCH CORP. (BLEEVES),0,1
03/05/2025,Arch @320,7,TET AND DARS,0,1
03/05/2025,Eco Bag @80,2,TET AND DARS,0,1
03/05/2025,Keychain @180,7,TET AND DARS,0,1
03/05/2025,Pen @40,2,TET AND DARS,0,1
03/05/2025,Sticker @120,1,TET AND DARS,0,1
03/05/2025,Sticker @25,1,TET AND DARS,0,1
03/05/2025,C. Keychain,3,USTORE,0,1
03/05/2025,ID Case,1,USTORE,0,1
03/05/2025,Lanyard @180,11,USTORE,0,1
03/05/2025,Lanyard @190,3,USTORE,0,1
03/05/2025,MJ Sticker Large,4,USTORE,0,1
03/05/2025,MJ Sticker Medium,13,USTORE,0,1
03/05/2025,MJ Sticker Small,6,USTORE,0,1
03/05/2025,Thick Lanyard,2,USTORE,0,1
03/05/2025,Umb (One For UST),1,USTORE,0,1
03/05/2025,Utensil,1,USTORE,0,1
05/05/2025,ABSC College Shirt (60th),1,ARTS AND LETTERS (SHIRT HAPPENS),0,1
05/05/2025,Black Hoodie Embro,1,BLAZE,1,0.5
05/05/2025,Tripple Embro Black Shirt,1,BLAZE,1,0.5
05/05/2025,White Embro,1,BLAZE,0,1
05/05/2025,UST College ID Lace,8,JUC,0,1
05/05/2025,UST OAT Hoodie Jacket,1,JUC,0,1
05/05/2025,UST OAT MUG (W inside),2,JUC,0,1
05/05/2025,UST OAT MUG (Y/B inside),9,JUC,0,1
05/05/2025,UST OAT T-Shirt Y/B/COLLEGE,11,JUC,0,1
05/05/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,21,JUC,0,1
05/05/2025,UST T-Shirt Sporty,6,JUC,0,1
05/05/2025,BASE BALL SHIRT,1,JYL ATHLETICA,0,1
05/05/2025,Cotton Black Jacket,1,JYL ATHLETICA,0,1
05/05/2025,Cotton Brush Jacket,1,JYL ATHLETICA,0,1
05/05/2025,DRI-FIT NEW,1,JYL ATHLETICA,0,1
05/05/2025,Poloshirt 123456 @860,1,JYL ATHLETICA,0,1
05/05/2025,Quiana Black Subli Shirt,1,JYL ATHLETICA,1,0.5
05/05/2025,Quiana Yelloow Subli Shirt,1,JYL ATHLETICA,1,0.5
05/05/2025,Hoodies Breaker,4,NAPOLIZ ENTERPRISES,0,1
05/05/2025,UST-Pen W/Box,1,NEW TRENDS,0,1
05/05/2025,Ballpen 2 Designs @50 (B&Y),1,STITCH CORP. (BLEEVES),0,1
05/05/2025,Baseball Cap METAL @380,1,STITCH CORP. (BLEEVES),0,1
05/05/2025,Clock @550,1,STITCH CORP. (BLEEVES),0,1
05/05/2025,Kraft Notebook @85,2,STITCH CORP. (BLEEVES),0,1
05/05/2025,Arch @320,1,TET AND DARS,0,1
05/05/2025,Eco Bag @80,3,TET AND DARS,0,1
05/05/2025,Pen @40,2,TET AND DARS,0,1
05/05/2025,Sticker @120,3,TET AND DARS,0,1
05/05/2025,Sticker @25,3,TET AND DARS,0,1
05/05/2025,Aquaflask,2,USTORE,0,1
05/05/2025,C. Keychain,1,USTORE,0,1
05/05/2025,Clappers,1,USTORE,0,1
05/05/2025,ID Case,1,USTORE,0,1
05/05/2025,Lanyard @180,8,USTORE,0,1
05/05/2025,Lanyard @190,1,USTORE,0,1
05/05/2025,MJ Sticker Large,3,USTORE,0,1
05/05/2025,MJ Sticker Medium,5,USTORE,0,1
05/05/2025,MJ Sticker Small,2,USTORE,0,1
05/05/2025,Pencil,2,USTORE,0,1
05/05/2025,Thick Lanyard,11,USTORE,0,1
05/05/2025,Tote (One For UST),3,USTORE,0,1
05/05/2025,Tote (Viva),1,USTORE,0,1
05/05/2025,Tote Bag Canvas White,2,USTORE,0,1
05/05/2025,Umb (One For UST),7,USTORE,0,1
05/05/2025,Utensil,3,USTORE,0,1
05/05/2025,New GT Shirts,1,VARSITY LIFESTYLE,0,1
06/05/2025,Black Hoodie Embro,1,BLAZE,1,0.5
06/05/2025,Tripple Embro Black Shirt,1,BLAZE,1,0.5
06/05/2025,Shirts all @450 UPSIZE (3XL-5XL),2,JUC,0,1
06/05/2025,UST College ID Lace,7,JUC,0,1
06/05/2025,UST OAT MUG (W inside),2,JUC,0,1
06/05/2025,UST OAT MUG (Y/B inside),4,JUC,0,1
06/05/2025,UST OAT T-Shirt Y/B/COLLEGE,4,JUC,0,1
06/05/2025,UST Sweatshirt Sporty,1,JUC,0,1
06/05/2025,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,12,JUC,0,1
06/05/2025,UST T-Shirt Sporty,10,JUC,0,1
06/05/2025,BASE BALL SHIRT,1,JYL ATHLETICA,0,1
06/05/2025,Cotton Brush Jacket,1,JYL ATHLETICA,0,1
06/05/2025,Cotton Gray Jacket,1,JYL ATHLETICA,0,1
06/05/2025,DRI-FIT NEW,2,JYL ATHLETICA,0,1
06/05/2025,Poloshirt @800,1,JYL ATHLETICA,0,1
06/05/2025,Quiana Black Subli Shirt,1,JYL ATHLETICA,1,0.5
06/05/2025,Quiana Yelloow Subli Shirt,2,JYL ATHLETICA,1,0.5
06/05/2025,VB Jersey without Sig @1500,1,JYL ATHLETICA,0,1
06/05/2025,Hoodies Breaker,5,NAPOLIZ ENTERPRISES,0,1
06/05/2025,UST-Pen W/Box,3,NEW TRENDS,0,1
06/05/2025,Ballpen 2 Designs @50 (B&Y),6,STITCH CORP. (BLEEVES),0,1
06/05/2025,Bamboo Pen @60,3,STITCH CORP. (BLEEVES),0,1
06/05/2025,Arch @320,2,TET AND DARS,0,1
06/05/2025,Eco Bag @80,1,TET AND DARS,0,1
06/05/2025,Keychain @180,3,TET AND DARS,0,1
06/05/2025,Sticker @120,1,TET AND DARS,0,1
06/05/2025,Sticker @25,3,TET AND DARS,0,1
06/05/2025,Aquaflask,2,USTORE,0,1
06/05/2025,C. Keychain,3,USTORE,0,1
06/05/2025,C. Sticker @120,1,USTORE,0,1
06/05/2025,ID Case,5,USTORE,0,1
06/05/2025,Kit Set,15,USTORE,0,1
06/05/2025,Lanyard @180,20,USTORE,0,1
06/05/2025,Lanyard @190,8,USTORE,0,1
06/05/2025,MJ Sticker Large,3,USTORE,0,1
06/05/2025,MJ Sticker Medium,7,USTORE,0,1
06/05/2025,MJ Sticker Small,16,USTORE,0,1
06/05/2025,New Tiger Plushie Big @850,4,USTORE,0,1
06/05/2025,Thick Lanyard,7,USTORE,0,1
06/05/2025,Tote (One For UST),2,USTORE,0,1
06/05/2025,Tote (Viva),1,USTORE,0,1
06/05/2025,Tote Bag Canvas White,3,USTORE,0,1
07/05/2025,ABSC College Shirt (60th),1,ARTS AND LETTERS (SHIRT HAPPENS),0,1
