Category,Date,No,Item,Size,Location,Classification,Price,Quantity,OPEX,Notes,canonical_item_name
APPAREL,2026-02-01,70.0,Basketball V.2,XS,INSIDE,,900.0,3.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,XS,OUTSIDE,,900.0,0.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,Small,INSIDE,,900.0,5.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,Small,OUTSIDE,,900.0,0.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,Medium,INSIDE,,900.0,6.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,Medium,OUTSIDE,,900.0,0.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,Large,INSIDE,,900.0,2.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,Large,OUTSIDE,,900.0,0.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,XL,INSIDE,,900.0,10.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,XL,OUTSIDE,,900.0,1.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,2XL,INSIDE,,900.0,4.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,2XL,OUTSIDE,,900.0,0.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,3XL,INSIDE,,900.0,7.0,,,Basketball V.2
APPAREL,2026-02-01,70.0,Basketball V.2,3XL,OUTSIDE,,900.0,0.0,,,Basketball V.2
APPAREL,2026-02-01,71.0,Athletic V.1,XS,INSIDE,,900.0,10.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,XS,OUTSIDE,,900.0,0.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,Small,INSIDE,,900.0,9.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,Small,OUTSIDE,,900.0,0.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,Medium,INSIDE,,900.0,9.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,Medium,OUTSIDE,,900.0,0.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,Large,INSIDE,,900.0,7.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,Large,OUTSIDE,,900.0,1.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,XL,INSIDE,,900.0,10.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,XL,OUTSIDE,,900.0,0.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,2XL,INSIDE,,900.0,9.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,2XL,OUTSIDE,,900.0,0.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,3XL,INSIDE,,900.0,7.0,,,Athletic V.1
APPAREL,2026-02-01,71.0,Athletic V.1,3XL,OUTSIDE,,900.0,0.0,,,Athletic V.1
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,XS,INSIDE,,900.0,0.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,XS,OUTSIDE,,900.0,1.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,Small,INSIDE,,900.0,2.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,Small,OUTSIDE,,900.0,0.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,Medium,INSIDE,,900.0,1.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,Medium,OUTSIDE,,900.0,0.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,Large,INSIDE,,900.0,1.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,Large,OUTSIDE,,900.0,0.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,XL,INSIDE,,900.0,3.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,XL,OUTSIDE,,900.0,0.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,2XL,INSIDE,,900.0,6.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,2XL,OUTSIDE,,900.0,0.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,3XL,INSIDE,,900.0,4.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,72.0,Varsity Classic Yellow Shirt,3XL,OUTSIDE,,900.0,0.0,,,Varsity Classic Yellow Shirt
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,XS,INSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,XS,OUTSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,Small,INSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,Small,OUTSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,Medium,INSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,Medium,OUTSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,Large,INSIDE,,900.0,1.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,Large,OUTSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,XL,INSIDE,,900.0,3.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,XL,OUTSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,2XL,INSIDE,,900.0,6.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,2XL,OUTSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,3XL,INSIDE,,900.0,6.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,73.0,Volleyball Athletic V.1,3XL,OUTSIDE,,900.0,0.0,,,Volleyball Athletic V.1
APPAREL,2026-02-01,74.0,Basketball V.1,Small,INSIDE,,900.0,2.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,Small,OUTSIDE,,900.0,0.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,Medium,INSIDE,,900.0,1.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,Medium,OUTSIDE,,900.0,1.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,Large,INSIDE,,900.0,2.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,Large,OUTSIDE,,900.0,0.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,XL,INSIDE,,900.0,6.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,XL,OUTSIDE,,900.0,0.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,2XL,INSIDE,,900.0,3.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,2XL,OUTSIDE,,900.0,0.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,3XL,INSIDE,,900.0,4.0,,,Basketball V.1
APPAREL,2026-02-01,74.0,Basketball V.1,3XL,OUTSIDE,,900.0,0.0,,,Basketball V.1
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),Small,INSIDE,,900.0,2.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),Small,OUTSIDE,,900.0,0.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),Medium,INSIDE,,900.0,10.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),Medium,OUTSIDE,,900.0,0.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),Large,INSIDE,,900.0,6.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),Large,OUTSIDE,,900.0,0.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),XL,INSIDE,,900.0,5.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),XL,OUTSIDE,,900.0,0.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),2XL,INSIDE,,900.0,7.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),2XL,OUTSIDE,,900.0,1.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),3XL,INSIDE,,900.0,6.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,75.0,Athletic Shirt V2(Yellow UAAP Shirt),3XL,OUTSIDE,,900.0,0.0,,,Athletic Shirt V2(Yellow UAAP Shirt)
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,XS,INSIDE,,750.0,14.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,XS,OUTSIDE,,750.0,0.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,Small,INSIDE,,750.0,5.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,Small,OUTSIDE,,750.0,2.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,Medium,INSIDE,,750.0,0.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,Medium,OUTSIDE,,750.0,1.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,Large,INSIDE,,750.0,9.0,3.0,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,Large,OUTSIDE,,750.0,3.0,3.0,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,XL,INSIDE,,750.0,12.0,1.0,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,XL,OUTSIDE,,750.0,1.0,1.0,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,2XL,INSIDE,,750.0,14.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,2XL,OUTSIDE,,750.0,1.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,3XL,INSIDE,,750.0,15.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,76.0,USTVL  Yellow Shirt,3XL,OUTSIDE,,750.0,0.0,,,USTVL  Yellow Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,XS,INSIDE,,750.0,0.0,1.0,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,XS,OUTSIDE,,750.0,2.0,1.0,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,Small,INSIDE,,750.0,0.0,1.0,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,Small,OUTSIDE,,750.0,15.0,1.0,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,Medium,INSIDE,,750.0,0.0,,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,Medium,OUTSIDE,,750.0,15.0,,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,Large,INSIDE,,750.0,0.0,,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,Large,OUTSIDE,,750.0,14.0,,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,XL,INSIDE,,750.0,0.0,2.0,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,XL,OUTSIDE,,750.0,19.0,2.0,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,2XL,INSIDE,,750.0,0.0,,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,2XL,OUTSIDE,,750.0,12.0,,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,3XL,INSIDE,,750.0,0.0,,,USTVL Black Shirt
APPAREL,2026-02-01,77.0,USTVL Black Shirt,3XL,OUTSIDE,,750.0,14.0,,,USTVL Black Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,Small,INSIDE,,950.0,2.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,Small,OUTSIDE,,950.0,6.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,Medium,INSIDE,,950.0,3.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,Medium,OUTSIDE,,950.0,5.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,Large,INSIDE,,950.0,3.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,Large,OUTSIDE,,950.0,6.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,XL,INSIDE,,950.0,1.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,XL,OUTSIDE,,950.0,9.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,2XL,INSIDE,,950.0,0.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,2XL,OUTSIDE,,950.0,4.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,3XL,INSIDE,,950.0,0.0,,,Championship Shirt
APPAREL,2026-02-01,78.0,Championship Shirt,3XL,OUTSIDE,,950.0,5.0,,,Championship Shirt
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),Small,INSIDE,,900.0,0.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),Small,OUTSIDE,,900.0,0.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),Medium,INSIDE,,900.0,1.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),Medium,OUTSIDE,,900.0,0.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),Large,INSIDE,,900.0,7.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),Large,OUTSIDE,,900.0,0.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),XL,INSIDE,,900.0,8.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),XL,OUTSIDE,,900.0,0.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),2XL,INSIDE,,900.0,2.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),2XL,OUTSIDE,,900.0,0.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),3XL,INSIDE,,900.0,4.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,79.0,University Shirt (Black UAAP Shirt),3XL,OUTSIDE,,900.0,0.0,,,University Shirt (Black UAAP Shirt)
APPAREL,2026-02-01,80.0,Varsity UST Baseball Shirt,Small,INSIDE,,900.0,0.0,,,Varsity UST Baseball Shirt
APPAREL,2026-02-01,80.0,Varsity UST Baseball Shirt,Small,OUTSIDE,,900.0,0.0,,,Varsity UST Baseball Shirt
APPAREL,2026-02-01,80.0,Varsity UST Baseball Shirt,Medium,INSIDE,,900.0,0.0,,,Varsity UST Baseball Shirt
APPAREL,2026-02-01,80.0,Varsity UST Baseball Shirt,Medium,OUTSIDE,,900.0,0.0,,,Varsity UST Baseball Shirt
APPAREL,2026-02-01,80.0,Varsity UST Baseball Shirt,Large,INSIDE,,900.0,0.0,,,Varsity UST Baseball Shirt
APPAREL,2026-02-01,80.0,Varsity UST Baseball Shirt,Large,OUTSIDE,,900.0,0.0,,,Varsity UST Baseball Shirt
APPAREL,2026-02-01,80.0,Varsity UST Baseball Shirt,XL,INSIDE,,900.0,0.0,,,Varsity UST Baseball Shirt
APPAREL,2026-02-01,80.0,Varsity UST Baseball Shirt,XL,OUTSIDE,,900.0,0.0,,,Varsity UST Baseball Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,XS,INSIDE,,500.0,0.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,XS,OUTSIDE,,500.0,15.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,Small,INSIDE,,500.0,0.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,Small,OUTSIDE,,500.0,12.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,Medium,INSIDE,,500.0,0.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,Medium,OUTSIDE,,500.0,14.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,Large,INSIDE,,500.0,0.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,Large,OUTSIDE,,500.0,11.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,XL,INSIDE,,500.0,0.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,XL,OUTSIDE,,500.0,12.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,2XL,INSIDE,,500.0,0.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,2XL,OUTSIDE,,500.0,13.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,3XL,INSIDE,,500.0,0.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,3XL,OUTSIDE,,500.0,11.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,4XL,INSIDE,,500.0,0.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,81.0,Go Fight Black Shirt,4XL,OUTSIDE,,500.0,14.0,,,Go Fight Black Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,Small,INSIDE,,860.0,10.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,Small,OUTSIDE,,860.0,0.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,Medium,INSIDE,,860.0,10.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,Medium,OUTSIDE,,860.0,0.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,Large,INSIDE,,860.0,10.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,Large,OUTSIDE,,860.0,0.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,XL,INSIDE,,860.0,10.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,XL,OUTSIDE,,860.0,0.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,2XL,INSIDE,,860.0,10.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,White UAAP Subli Polo Shirt,2XL,OUTSIDE,,860.0,0.0,,,White UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,Small,INSIDE,,860.0,10.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,Small,OUTSIDE,,860.0,0.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,Medium,INSIDE,,860.0,10.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,Medium,OUTSIDE,,860.0,0.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,Large,INSIDE,,860.0,10.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,Large,OUTSIDE,,860.0,0.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,XL,INSIDE,,860.0,10.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,XL,OUTSIDE,,860.0,0.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,2XL,INSIDE,,860.0,10.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,,Black UAAP Subli Polo Shirt,2XL,OUTSIDE,,860.0,0.0,,,Black UAAP Subli Polo Shirt
APPAREL,2026-02-01,82.0,Corp Jacket v.2,Medium,INSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,Medium,OUTSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,Large,INSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,Large,OUTSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,XL,INSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,XL,OUTSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,2XL,INSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,2XL,OUTSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,3XL,INSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,3XL,OUTSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,4XL,INSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,4XL,OUTSIDE,,1650.0,6.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,5XL,INSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,5XL,OUTSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,6XL,INSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,82.0,Corp Jacket v.2,6XL,OUTSIDE,,1650.0,0.0,,,Corp Jacket v.2
APPAREL,2026-02-01,83.0,Tiger Custome,S-80,INSIDE,,1100.0,0.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S-80,OUTSIDE,,1100.0,1.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S-90,INSIDE,,1100.0,0.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S-90,OUTSIDE,,1100.0,5.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S-100,INSIDE,,1100.0,0.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S-100,OUTSIDE,,1100.0,0.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S110,INSIDE,,1100.0,0.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S110,OUTSIDE,,1100.0,5.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S120,INSIDE,,1100.0,0.0,,,Tiger Custome
APPAREL,2026-02-01,83.0,Tiger Custome,S120,OUTSIDE,,1100.0,0.0,,,Tiger Custome
APPAREL,2026-02-01,84.0,Black Hoodie Embro,XS,INSIDE,,1900.0,19.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,XS,OUTSIDE,,1900.0,5.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,Small,INSIDE,,1900.0,16.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,Small,OUTSIDE,,1900.0,6.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,Medium,INSIDE,,1900.0,15.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,Medium,OUTSIDE,,1900.0,9.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,Large,INSIDE,,1900.0,23.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,Large,OUTSIDE,,1900.0,4.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,XL,INSIDE,,1900.0,20.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,XL,OUTSIDE,,1900.0,6.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,2XL,INSIDE,,1900.0,9.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,2XL,OUTSIDE,,1900.0,9.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,3XL,INSIDE,,1900.0,12.0,,,Black Hoodie Embro
APPAREL,2026-02-01,84.0,Black Hoodie Embro,3XL,OUTSIDE,,1900.0,4.0,,,Black Hoodie Embro
APPAREL,2026-02-01,85.0,Yellow Hoodie Embro,XS,INSIDE,,1900.0,20.0,,,Yellow Hoodie Embro
APPAREL,2026-02-01,85.0,Yellow Hoodie Embro,XS,OUTSIDE,,1900.0,5.0,,,Yellow Hoodie Embro
